type,name,info,timestamp
button,,,2024-05-28 22:56:39
button,,,2024-05-28 22:56:39
button,,,2024-05-28 22:56:39
button,Página 1,,2024-05-28 22:56:39
button,Página 2,,2024-05-28 22:56:39
button,Página 3,,2024-05-28 22:56:39
button,Página 4,,2024-05-28 22:56:39
button,Página 5,,2024-05-28 22:56:39
button,Página 6,,2024-05-28 22:56:39
button,Página 7,,2024-05-28 22:56:39
button,,,2024-05-28 22:56:39
button,Ingresar ubicación,,2024-05-28 22:56:39
button,,,2024-05-28 22:56:39
button,,,2024-05-28 22:56:39
button,,,2024-05-28 22:56:39
button,,,2024-05-28 22:56:39
button,Página 1,,2024-05-28 22:56:39
button,Página 2,,2024-05-28 22:56:39
button,Página 3,,2024-05-28 22:56:39
button,Página 4,,2024-05-28 22:56:39
button,Página 5,,2024-05-28 22:56:39
button,Página 6,,2024-05-28 22:56:39
button,,,2024-05-28 22:56:39
button,,,2024-05-28 22:56:39
button,,,2024-05-28 22:56:39
button,,,2024-05-28 22:56:39
button,,,2024-05-28 22:56:39
button,,,2024-05-28 22:56:39
button,Página 1,,2024-05-28 22:56:39
button,Página 2,,2024-05-28 22:56:39
button,Página 3,,2024-05-28 22:56:39
button,,,2024-05-28 22:56:39
button,,,2024-05-28 22:56:39
button,Más información,,2024-05-28 22:56:39
button,Aceptar cookies,,2024-05-28 22:56:39
button,Configurar cookies,,2024-05-28 22:56:39
button,,,2024-05-28 22:56:39
button,,,2024-05-28 22:56:39
button,Agregar código postal,,2024-05-28 22:56:39
button,Más tarde,,2024-05-28 22:56:39
input,"Buscar productos, marcas y más…",,2024-05-28 22:56:39
hyperlink,,https://www.mercadolibre.com.mx/#root-app,2024-05-28 22:56:39
hyperlink,,https://www.mercadolibre.com.mx/accesibilidad/feedback,2024-05-28 22:56:39
hyperlink,Mercado Libre México - Donde comprar y vender de todo,https://www.mercadolibre.com.mx/,2024-05-28 22:56:39
hyperlink,,https://www.mercadolibre.com.mx/suscripciones/melimas#origin=banner_menu_web&DEAL_ID=&S=MKT&V=1&T=BM&L=BM_loyalty_MELI+&me.audience=all&me.bu=9&me.bu_line=36&me.component_id=banner_menu_web_ml&me.content_id=BM_LOYALTY_MELIMAS_NOUSUARIOS_BAU&me.flow=146&me.logic=user_journey&me.position=0,2024-05-28 22:56:39
